Wavelength shift,Background,Response,Shot,Fit
Angstroms,a.u.,a.u.,a.u.,a.u.
-12.1056125306,27.0266666667,0.987711300891,196.19,199.087155663
-12.0075125306,-4.97333333333,1.00391917745,197.19,199.192911599
-11.9095125306,9.02666666667,1.0205121815,226.19,199.28427962
-11.8115125306,-17.9733333333,1.037520017,287.19,199.354060594
-11.7135125306,-6.97333333333,1.05495662892,265.19,199.406863256
-11.6155125306,3.02666666667,1.07283655317,127.19,199.450065002
-11.5175125306,35.0266666667,1.09117494695,119.19,199.488774755
-11.4195125306,-21.9733333333,1.10998762088,148.19,199.525644949
-11.3215125306,-2.97333333333,1.12929107309,129.19,199.561922346
-11.2235125306,24.0266666667,1.14910252545,80.19,199.598189086
-11.1255125306,-4.97333333333,1.16943996195,100.19,199.634731898
-11.0275125306,-21.9733333333,1.19032216958,118.19,199.671716982
-10.9295125306,38.0266666667,1.21176878173,119.19,199.709267176
-10.8315125306,-19.9733333333,1.23380032437,263.19,199.747485515
-10.7335125306,8.02666666667,1.25643826519,206.19,199.786464689
-10.6355125306,13.0266666667,1.27970506595,157.19,199.826288437
-10.5375125306,-2.97333333333,1.3036242382,110.19,199.867034182
-10.4395125306,-21.9733333333,1.32822040275,102.19,199.908773704
-10.3416125306,5.02666666667,1.35349317055,130.19,199.951562645
-10.2436125306,-35.9733333333,1.37952118151,164.19,199.995491257
-10.1456125306,24.0266666667,1.4063073288,180.19,200.040611508
-10.0476125306,9.02666666667,1.43388134718,229.19,200.086987019
-9.94961253057,-10.9733333333,1.46227444376,247.19,200.134681639
-9.85171253057,3.02666666667,1.49148909883,162.19,200.183745732
-9.75371253057,-11.9733333333,1.52161938802,243.19,200.234274374
-9.65571253057,16.0266666667,1.55267208828,228.19,200.286321755
-9.55781253057,-16.9733333333,1.58465207342,175.19,200.339942698
-9.45981253057,22.0266666667,1.61766466545,273.19,200.395242058
-9.36181253057,13.0266666667,1.65171982509,275.19,200.452280895
