Wavelength shift,Background,Response,Shot,Fit
-10.5353421883,34.415,14.019790933,1148.44833333,227.885999552
-10.4373421883,38.415,14.2843544548,525.448333333,228.035884292
-10.3393421883,3.415,14.5564785336,162.448333333,228.196050144
-10.2412421883,7.415,14.8367438424,28.4483333333,228.36795203
-10.1432421883,83.415,15.124884257,52.4483333333,228.553286194
-10.0452421883,32.415,15.4215013822,19.4483333333,228.754150998
-9.9472421883,-8.585,15.7269310315,57.4483333333,228.973062408
-9.8492421883,16.415,16.0415258154,17.4483333333,229.213061057
-9.7511421883,17.415,16.3659919063,21.4483333333,229.477835755
-9.6531421883,23.415,16.7000574772,9.44833333333,229.771769339
-9.5551421883,46.415,17.0444577793,22.4483333333,230.100205365
-9.4571421883,16.415,17.3996235765,30.4483333333,230.46955846
-9.3591421883,9.415,17.7660083145,28.4483333333,230.887531949
-9.2611421883,26.415,18.1440895685,34.4483333333,231.363348408
-9.1631421883,6.415,18.5343706017,54.4483333333,231.908017913
-9.0651421883,81.415,18.9373820409,42.4483333333,232.534642645
-8.9671421883,49.415,19.3536836818,67.4483333333,233.258759371
-8.8691421883,25.415,19.7838664348,42.4483333333,234.09872162
-8.7711421883,49.415,20.2285544236,58.4483333333,235.076122263
-8.6731421883,50.415,20.6884072514,33.4483333333,236.216256096
-8.5751421883,19.415,21.1641224487,50.4483333333,237.548620449
-8.4771421883,35.415,21.6564381216,18.4483333333,239.107449555
-8.3791421883,79.415,22.1661358174,43.4483333333,240.932273484
-8.2811421883,127.415,22.6940436294,49.4483333333,243.06847968
-8.1831421883,58.415,23.2410395643,31.4483333333,245.567869174
-8.0852421883,47.415,23.8074660745,32.4483333333,248.489330236
-7.9872421883,87.415,24.3954685545,22.4483333333,251.899830782
-7.8892421883,100.415,25.005529709,29.4483333333,255.874539871
-7.7912421883,28.415,25.6387669957,31.4483333333,260.497026711
-7.6932421883,76.415,26.296369549,38.4483333333,265.859709266
-7.5953421883,97.415,26.9788930761,52.4483333333,272.064495974
-7.4973421883,116.415,27.6890804834,74.4483333333,279.223639245
-7.3993421883,127.415,28.4276876265,55.4483333333,287.458781661
-7.3014421883,128.415,29.1954515048,60.4483333333,296.900365286
-7.2034421883,120.415,29.9955815477,39.4483333333,307.688601944
-7.1054421883,118.415,30.8290655104,44.4483333333,319.971754065
-7.0075421883,134.415,31.696878532,20.4483333333,333.904401424
-6.9095421883,175.415,32.6028063012,28.4483333333,349.648145607
-6.8115421883,152.415,33.5481412581,55.4483333333,367.368443938
-6.7136421883,170.415,34.5341736479,88.4483333333,387.23117265
-6.6156421883,141.415,35.5654084132,80.4483333333,409.402961555
-6.5177421883,140.415,36.642416657,90.4483333333,434.04764348
-6.4197421883,180.415,37.7702840734,117.448333333,461.322596841
-6.3218421883,179.415,38.9498156317,201.448333333,491.37462968
-6.2238421883,182.415,40.186778958,239.448333333,524.336790733
-6.1259421883,189.415,41.4822735609,252.448333333,560.323568693
-6.0279421883,202.415,42.8428724314,693.448333333,599.426855479
-5.9300421883,249.415,44.2700468087,1862.44833333,641.710518698
-5.8321421883,171.415,45.7697560418,1846.44833333,687.208957239
-5.7341421883,250.415,47.3486537495,1368.44833333,735.924477854
-5.6362421883,192.415,49.008962316,554.448333333,787.815368713
-5.5383421883,246.415,50.7581783217,596.448333333,842.79646838
-5.4403421883,265.415,52.6047017084,778.448333333,900.740749936
-5.3424421883,246.415,54.5518336745,1428.44833333,961.466636305
-5.2445421883,222.415,56.6091389368,1452.44833333,1024.74041433
-5.1466421883,337.415,58.7850912439,889.448333333,1090.28494236
-5.0486421883,294.415,61.0914173555,943.448333333,1157.77235797
-4.9507421883,225.415,63.5336549401,1018.44833333,1226.81373443
-4.8528421883,273.415,66.1253713536,1420.44833333,1296.96993142
-4.7549421883,313.415,68.8790229693,2614.44833333,1367.76559662
-4.6570421883,258.415,71.8083916975,1433.44833333,1438.68909102
-4.5590421883,262.415,74.9320485702,557.448333333,1509.19056403
-4.4611421883,304.415,78.2606131165,896.448333333,1578.6812902
-4.3632421883,277.415,81.8160837568,1756.44833333,1646.5506697
-4.2653421883,293.415,85.619571925,1947.44833333,1712.18430225
-4.1674421883,315.415,89.694703775,1728.44833333,1774.96713379
-4.0695421883,369.415,94.0679885571,944.448333333,1834.28852931
-3.9716421883,375.415,98.7692515548,925.448333333,1889.55301224
-3.8737421883,392.415,103.83214485,1641.44833333,1940.19111525
-3.7758421883,416.415,109.294752338,1796.44833333,1985.66950162
-3.6779421883,359.415,115.200309409,1689.44833333,2025.50052988
-3.5800421883,386.415,121.598062854,1852.44833333,2059.25116264
-3.4821421883,425.415,128.544303116,2166.44833333,2086.55103739
-3.3842421883,417.415,136.103609553,3534.44833333,2107.09953169
-3.2863421883,495.415,144.350360517,3206.44833333,2120.67169789
-3.1885421883,448.415,153.360933693,1664.44833333,2127.1222923
-3.0906421883,488.415,163.253579836,2011.44833333,2126.39055709
-2.9927421883,449.415,174.136080633,2040.44833333,2118.49796891
-2.8948421883,419.415,186.145164021,3170.44833333,2103.55068882
-2.7969421883,505.415,199.442031553,3151.44833333,2081.73881289
-2.6991421883,506.415,214.201894297,2881.44833333,2053.33101254
-2.6012421883,632.415,230.682716368,2313.44833333,2018.66953328
-2.5033421883,569.415,249.143888611,1653.44833333,1978.16305109
-2.4054421883,679.415,269.916327466,2001.44833333,1932.28937562
-2.3076421883,700.415,293.377642766,1574.44833333,1881.58091454
-2.2097421883,788.415,320.07051858,731.448333333,1826.61465654
-2.1118421883,832.415,350.585974892,997.448333333,1768.00299733
-2.0140421883,881.415,385.653310594,1195.44833333,1706.39509215
-1.9161421883,965.415,426.31445986,1712.44833333,1642.46636943
-1.8183421883,1002.415,473.726211986,1960.44833333,1576.89826415
-1.7204421883,1169.415,529.595090175,2016.44833333,1510.3970551
-1.6226421883,1266.415,595.921185676,1736.44833333,1443.66981348
-1.5247421883,1354.415,675.670441904,1112.44833333,1377.45344551
-1.4268421883,1441.415,772.637914214,1161.44833333,1312.50360993
-1.3290421883,1613.415,892.05115075,685.448333333,1249.6266788
-1.2312421883,1716.415,1041.61424799,614.448333333,1189.71835905
-1.1333421883,1949.415,1232.69734752,578.448333333,1133.82424958
-1.0355421883,2398.415,1481.79744891,791.448333333,1083.23481331
-0.937642188298,2638.415,1816.04737812,631.448333333,1039.79217211
-0.839842188298,3087.415,2278.69591259,600.448333333,1006.19198696
-0.741942188298,3540.415,2947.94938873,499.448333333,987.043788064
-0.644142188298,4479.415,3969.19416838,686.448333333,990.684307875
-0.546342188299,5717.415,5654.51239212,1323.44833333,1034.77247568
-0.448442188297,8367.415,8789.30951867,1074.44833333,1163.52834581
-0.350642188298,15448.415,15841.8011493,1360.44833333,1515.74190397
-0.252842188298,36077.415,35446.1552936,3034.44833333,2576.81568651
-0.155042188298,85665.415,85412.798494,4443.44833333,5348.00017753
-0.0571421882977,154208.415,153733.563051,5855.44833333,9154.12120208
0.0406578117023,159278.415,161486.711562,9094.44833333,9558.11891646
0.138457811701,101455.415,97252.9000013,10141.4483333,5917.8830563
0.236257811701,38301.415,41307.7665568,7059.44833333,2746.35407554
0.334057811702,14998.415,17878.5003342,4304.44833333,1405.42752797
0.431857811703,8170.415,9589.20879983,1991.44833333,918.0749143
0.529757811702,5921.415,6048.96049532,872.448333333,699.956219118
0.627557811701,4518.415,4195.49324112,902.448333333,578.74734059
0.725357811701,3684.415,3090.6395546,604.448333333,501.540818303
0.823157811702,3255.415,2375.29614927,296.448333333,447.984645395
0.920957811702,2895.415,1884.28416793,233.448333333,408.633329056
1.0187578117,2523.415,1532.12811808,205.448333333,378.529051627
1.1165578117,2152.415,1270.72634621,144.448333333,354.822924391
1.2143578117,1876.415,1071.23342929,175.448333333,335.757128691
1.3121578117,1657.415,915.461636442,199.448333333,320.182080342
1.4099578117,1592.415,791.465921565,249.448333333,307.30859552
1.5077578117,1445.415,691.130804758,146.448333333,296.572397417
1.6054578117,1297.415,608.858803753,123.448333333,287.560180728
1.7032578117,1177.415,540.418584773,119.448333333,279.944353627
1.8010578117,963.415,482.92559027,88.4483333333,273.481977475
1.8988578117,989.415,434.159325903,99.4483333333,267.976368105
1.9966578117,919.415,392.435991145,116.448333333,263.26911498
2.0944578117,852.415,356.459774375,102.448333333,259.230971697
2.1921578117,739.415,325.249968012,109.448333333,255.757175673
2.2899578117,769.415,297.945765326,124.448333333,252.755830019
2.3877578117,704.415,273.944978287,72.4483333333,250.155247791
2.4855578117,634.415,252.734844021,84.4483333333,247.894006693
2.5832578117,646.415,233.916635355,106.448333333,245.92165629
2.6810578117,582.415,217.110306768,106.448333333,244.19273357
2.7788578117,569.415,202.053859171,109.448333333,242.671936931
2.8765578117,612.415,188.525469922,94.4483333333,241.329363987
2.9743578117,578.415,176.300815519,102.448333333,240.137644104
3.0721578117,564.415,165.228639043,58.4483333333,239.075821022
3.1698578117,552.415,155.178209985,108.448333333,238.126103715
3.2676578117,519.415,146.009306829,116.448333333,237.271861386
3.3653578117,445.415,137.63836283,371.448333333,236.501084226
3.4631578117,463.415,129.960093064,781.448333333,235.801767208
3.5608578117,448.415,122.914128749,544.448333333,235.165460534
3.6586578117,430.415,116.419944532,165.448333333,234.583443684
3.7563578117,387.415,110.433312905,96.4483333333,234.04975537
3.8541578117,376.415,104.891623432,75.4483333333,233.557998574
3.9518578117,343.415,99.7620816744,75.4483333333,233.103947242
4.0496578117,376.415,94.9952822575,62.4483333333,232.682850292
4.1473578117,288.415,90.5666575317,64.4483333333,232.291689441
4.2450578117,346.415,86.4407766894,62.4483333333,231.927111917
4.3428578117,322.415,82.5868429468,68.4483333333,231.586251472
4.4405578117,362.415,78.988672453,58.4483333333,231.267249414
4.5382578117,321.415,75.6207102075,75.4483333333,230.967872269
4.6360578117,279.415,72.4605931395,60.4483333333,230.686189666
4.7337578117,287.415,69.4975042449,92.4483333333,230.421021969
4.8314578117,323.415,66.7125748048,146.448333333,230.170820139
4.9291578117,299.415,64.0917989725,114.448333333,229.934376538
5.0268578117,245.415,61.6225210404,71.4483333333,229.710615507
5.1246578117,282.415,59.2909662073,85.4483333333,229.498444928
5.2223578117,252.415,57.0914988144,105.448333333,229.297268825
5.3200578117,331.415,55.0122178861,115.448333333,229.106171069
5.4177578117,265.415,53.044521631,96.4483333333,228.924447835
5.5154578117,224.415,51.1805644338,210.448333333,228.751460512
5.6131578117,280.415,49.4131784475,643.448333333,228.586627933
5.7108578117,206.415,47.7358045114,862.448333333,228.429419716
5.8085578117,232.415,46.1424311489,676.448333333,228.279350558
5.9062578117,207.415,44.6275405811,1037.44833333,228.135975344
6.0039578117,201.415,43.1860608501,605.448333333,227.998884913
6.1016578117,159.415,41.8133232737,181.448333333,227.867702394
6.1993578117,145.415,40.5050245636,112.448333333,227.742080005
6.2970578117,177.415,39.2571930314,105.448333333,227.621696255
6.3947578117,194.415,38.0661583871,69.4483333333,227.506253484
6.4924578117,94.415,36.9285246984,88.4483333333,227.395475688
6.5901578117,151.415,35.8411461391,70.4483333333,227.289106598
6.6878578117,143.415,34.8011052035,104.448333333,227.186907972
6.7855578117,155.415,33.8056931019,153.448333333,227.088658068
6.8832578117,151.415,32.8523920939,220.448333333,226.994150293
6.9808578117,161.415,31.9397750044,224.448333333,226.903243425
7.0785578117,165.415,31.0637915491,465.448333333,226.815652515
7.1762578117,123.415,30.2233622969,518.448333333,226.731263155
7.2739578117,116.415,29.4165886115,252.448333333,226.649918227
7.3716578117,108.415,28.6416969386,297.448333333,226.571470767
7.4692578117,93.415,27.897776329,630.448333333,226.495825207
7.5669578117,74.415,27.1817518311,546.448333333,226.422767027
7.6646578117,88.415,26.4929473029,201.448333333,226.35221918
7.7622578117,64.415,25.830665934,95.4483333333,226.284105965
7.8599578117,154.415,25.1922732688,95.4483333333,226.218245076
7.9576578117,45.415,24.5772604806,72.4483333333,226.154575947
8.0552578117,66.415,23.9850952751,83.4483333333,226.093038875
8.1529578117,55.415,23.4135042944,176.448333333,226.033478296
8.2505578117,53.415,22.8626614796,611.448333333,225.97587818
8.3482578117,84.415,22.3304985748,858.448333333,225.920098313
8.4458578117,41.415,21.8172207188,300.448333333,225.866128094
8.5435578117,89.415,21.3209410042,164.448333333,225.813841018
8.6411578117,26.415,20.8418882697,178.448333333,225.763231158
8.7388578117,61.415,20.3783365014,138.448333333,225.714184246
8.8364578117,32.415,19.9305321627,77.4483333333,225.666698371
8.9341578117,65.415,19.496892449,48.4483333333,225.620670172
9.0317578117,38.415,19.0776765257,56.4483333333,225.576101158
9.1293578117,-2.585,18.6718386034,30.4483333333,225.532920657
9.2270578117,58.415,18.2784191049,110.448333333,225.491063925
9.3246578117,40.415,17.897689014,134.448333333,225.450536445
9.4222578117,72.415,17.5287327927,81.4483333333,225.411277917
9.5199578117,45.415,17.1707090679,81.4483333333,225.373232964
9.6175578117,-21.585,16.8238940884,69.4483333333,225.336409758
9.7151578117,28.415,16.4874822563,31.4483333333,225.300756231
9.8127578117,51.415,16.1610615888,31.4483333333,225.266242828
9.9104578117,-32.585,15.8439204805,36.4483333333,225.232823474
10.0080578117,33.415,15.5363350681,31.4483333333,225.200507892
10.1056578117,60.415,15.2376210635,25.4483333333,225.169251901
10.2032578117,3.415,14.9474405341,16.4483333333,225.139030695
10.3008578117,19.415,14.6654714875,46.4483333333,225.109820178
10.3984578117,31.415,14.3914069773,36.4483333333,225.081596833
10.4961578117,28.415,14.1246850693,68.4483333333,225.054322442
10.5937578117,72.415,13.8655722253,35.4483333333,225.028004947
10.6913578117,-13.585,13.6135249936,36.4483333333,225.002606198
10.7889578117,16.415,13.3682887825,48.4483333333,224.978103572
10.8865578117,50.415,13.1296203659,51.4483333333,224.954474351
10.9841578117,60.415,12.8972872789,89.4483333333,224.931695651
11.0817578117,8.415,12.6710672523,270.448333333,224.909744349
11.1793578117,42.415,12.4507476802,541.448333333,224.888597006
11.2769578117,10.415,12.2361251202,295.448333333,224.868229836
11.3745578117,22.415,12.0270048237,108.448333333,224.848618644
11.4720578117,5.415,11.8234064508,66.4483333333,224.829750397
11.5696578117,27.415,11.6247338508,34.4483333333,224.811576491
11.6672578117,20.415,11.4310273096,73.4483333333,224.794083227
11.7648578117,7.415,11.242122677,55.4483333333,224.777244665
11.8624578117,30.415,11.0578625298,84.4483333333,224.761034416
11.9600578117,-12.585,10.8780958439,139.448333333,224.74542568
12.0575578117,19.415,10.7028552387,301.448333333,224.730401194
12.1551578117,43.415,10.5316422244,683.448333333,224.715913043
12.2527578117,-0.584999999999,10.3645051161,1104.44833333,224.701943223
12.3503578117,-23.585,10.2013155519,2517.44833333,224.688463107
12.4478578117,46.415,10.0421115516,2726.44833333,224.675452618
12.5454578117,18.415,9.8864480744,881.448333333,224.662863351
12.6430578117,-20.585,9.73437633288,305.448333333,224.650673695
12.7405578117,39.415,9.58593716425,154.448333333,224.638859881
12.8381578117,36.415,9.44072065886,90.4483333333,224.627370898
12.9357578117,41.415,9.2987792827,57.4483333333,224.616178857
13.0332578117,7.415,9.16015586229,95.4483333333,224.605251692
13.1308578117,33.415,9.02447198482,182.448333333,224.594528417
13.2283578117,38.415,8.89191521376,322.448333333,224.583971937
13.3259578117,10.415,8.76212634158,225.448333333,224.573502521
13.4234578117,20.415,8.63528730896,99.4483333333,224.563053358
13.5210578117,31.415,8.51105682302,66.4483333333,224.552498974
13.6185578117,-25.585,8.38961134624,57.4483333333,224.541695991
13.7161578117,22.415,8.27062631674,109.448333333,224.530387224
13.8136578117,0.415000000001,8.1542728678,166.448333333,224.518183509
13.9111578117,36.415,8.04035768919,480.448333333,224.504331036
14.0087578117,-2.585,7.92869991333,389.448333333,224.487209211
14.1062578117,26.415,7.81946296577,137.448333333,224.462488637
14.2038578117,5.415,7.7123595409,40.4483333333,224.416267913
14.3013578117,-1.585,7.60754811614,43.4483333333,224.31498188
