-2.3175,1.6997,7.8453e+17
-2.3016,1.7257,7.8204e+17
-2.2857,1.7115,7.7946e+17
-2.2698,1.7404,7.7679e+17
-2.254,1.7499,7.741e+17
-2.2381,1.7399,7.7141e+17
-2.2222,1.7056,7.6886e+17
-2.2063,1.6771,7.6641e+17
-2.1905,1.6477,7.6401e+17
-2.1746,1.6206,7.6164e+17
-2.1587,1.5541,7.5926e+17
-2.1429,1.6416,7.5688e+17
-2.127,1.637,7.5442e+17
-2.1111,1.6388,7.519e+17
-2.0952,1.7228,7.4941e+17
-2.0794,1.7152,7.4695e+17
-2.0635,1.6976,7.4456e+17
-2.0476,1.7392,7.4224e+17
-2.0317,1.7644,7.4009e+17
-2.0159,1.7826,7.3806e+17
-2,1.8561,7.3609e+17
-1.9841,1.8805,7.3391e+17
-1.9683,1.8916,7.3162e+17
-1.9524,1.8608,7.293e+17
-1.9365,1.8072,7.2705e+17
-1.9206,1.7865,7.2494e+17
-1.9048,1.7597,7.2299e+17
-1.8889,1.7806,7.2114e+17
-1.873,1.8236,7.1936e+17
-1.8571,1.7957,7.1752e+17
-1.8413,1.8667,7.156e+17
-1.8254,1.9306,7.1363e+17
-1.8095,1.9669,7.1172e+17
-1.7937,2.0304,7.0991e+17
-1.7778,2.061,7.0819e+17
-1.7619,2.074,7.0648e+17
-1.746,2.0725,7.0479e+17
-1.7302,2.0149,7.0324e+17
-1.7143,1.8897,7.0166e+17
-1.6984,1.8559,7.0003e+17
-1.6825,1.8606,6.9831e+17
-1.6667,1.8466,6.9664e+17
-1.6508,1.8216,6.9514e+17
-1.6349,1.8513,6.9374e+17
-1.619,1.8284,6.923e+17
-1.6032,1.7629,6.9066e+17
-1.5873,1.8559,6.8883e+17
-1.5714,1.8744,6.8711e+17
-1.5556,1.9221,6.8563e+17
-1.5397,1.9616,6.8439e+17
-1.5238,1.8816,6.8327e+17
-1.5079,1.7952,6.8218e+17
-1.4921,1.7605,6.8111e+17
-1.4762,1.8029,6.8009e+17
-1.4603,1.7966,6.792e+17
-1.4444,1.7858,6.7818e+17
-1.4286,1.7787,6.7698e+17
-1.4127,1.7703,6.7587e+17
-1.3968,1.6783,6.7495e+17
-1.381,1.7852,6.7424e+17
-1.3651,1.834,6.7364e+17
-1.3492,1.8323,6.7308e+17
-1.3333,1.8219,6.7247e+17
-1.3175,1.7666,6.7187e+17
-1.3016,1.7488,6.7152e+17
-1.2857,1.6994,6.7137e+17
-1.2698,1.7095,6.7125e+17
-1.254,1.6979,6.7117e+17
-1.2381,1.6099,6.7104e+17
-1.2222,1.6758,6.7076e+17
-1.2063,1.6727,6.7047e+17
-1.1905,1.5785,6.7037e+17
-1.1746,1.601,6.7057e+17
-1.1587,1.5946,6.7091e+17
-1.1429,1.4999,6.7145e+17
-1.127,1.5486,6.7196e+17
-1.1111,1.5185,6.7263e+17
-1.0952,1.5298,6.7341e+17
-1.0794,1.7244,6.7423e+17
-1.0635,1.5811,6.7515e+17
-1.0476,1.5451,6.7605e+17
-1.0317,1.7313,6.7698e+17
-1.0159,1.541,6.7801e+17
-1,1.4658,6.7934e+17
-0.98413,1.578,6.8096e+17
-0.96825,1.3454,6.8268e+17
-0.95238,1.4562,6.8467e+17
-0.93651,1.6162,6.8678e+17
-0.92063,1.2763,6.8889e+17
-0.90476,1.4749,6.912e+17
-0.88889,1.6537,6.9374e+17
-0.87302,1.2248,6.9648e+17
-0.85714,1.5262,6.9943e+17
-0.84127,1.7633,7.0251e+17
-0.8254,1.2798,7.0567e+17
-0.80952,1.6603,7.0897e+17
-0.79365,1.8115,7.1258e+17
-0.77778,1.3379,7.1661e+17
-0.7619,1.8141,7.2098e+17
-0.74603,1.837,7.2573e+17
-0.73016,1.4251,7.3082e+17
-0.71429,1.8752,7.3623e+17
-0.69841,1.5462,7.4206e+17
-0.68254,1.1804,7.4815e+17
-0.66667,1.7764,7.545e+17
-0.65079,1.4121,7.6124e+17
-0.63492,0.87761,7.6861e+17
-0.61905,1.486,7.7661e+17
-0.60317,1.305,7.8508e+17
-0.5873,1.1077,7.9763e+17
-0.57143,1.1857,8.125e+17
-0.55556,0.88032,8.2256e+17
-0.53968,1.4912,8.3657e+17
-0.52381,2.7196,8.5299e+17
-0.50794,2.1261,8.6042e+17
-0.49206,2.3272,8.4947e+17
-0.47619,3.614,8.4306e+17
-0.46032,3.3175,8.5199e+17
-0.44444,3.5797,8.6383e+17
-0.42857,5.2278,8.782e+17
-0.4127,4.1964,8.925e+17
-0.39683,1.4441,9.076e+17
-0.38095,1.6373,9.2424e+17
-0.36508,3.6216,9.4163e+17
-0.34921,3.29,9.6427e+17
-0.33333,0.97068,9.8689e+17
-0.31746,-0.53627,1.0198e+18
-0.30159,-0.043628,1.054e+18
-0.28571,2.5095,1.096e+18
-0.26984,5.2273,1.1388e+18
-0.25397,6.4617,1.1987e+18
-0.2381,6.0145,1.2637e+18
-0.22222,4.7441,1.3405e+18
-0.20635,3.4402,1.4151e+18
-0.19048,1.9923,1.5148e+18
-0.1746,1.1115,1.6047e+18
-0.15873,0.44097,1.6962e+18
-0.14286,0.067419,1.7692e+18
-0.12698,-0.089315,1.8325e+18
-0.11111,-0.13451,1.8943e+18
-0.095238,-0.098066,1.9894e+18
-0.079365,-0.065984,2.0494e+18
-0.063492,-0.09684,2.1151e+18
-0.047619,-0.14108,2.1427e+18
-0.031746,-0.16883,2.1641e+18
-0.015873,-0.18405,2.1837e+18
0,-0.20267,2.1967e+18
0.015873,-0.22004,2.1933e+18
0.031746,-0.24756,2.1806e+18
0.047619,-0.21657,2.1715e+18
0.063492,-0.16122,2.1597e+18
0.079365,-0.16565,2.1347e+18
0.095238,-0.19833,2.1133e+18
0.11111,-0.28501,2.0898e+18
0.12698,-0.29933,2.0746e+18
0.14286,-0.26372,2.0649e+18
0.15873,-0.25396,2.0537e+18
0.1746,-0.25161,2.0312e+18
0.19048,-0.30045,1.9933e+18
0.20635,-0.35106,1.9531e+18
0.22222,-0.40273,1.9106e+18
0.2381,-0.44066,1.8664e+18
0.25397,-0.46881,1.8198e+18
0.26984,-0.50569,1.7708e+18
0.28571,-0.54947,1.7197e+18
0.30159,-0.60398,1.6672e+18
0.31746,-0.71342,1.6141e+18
0.33333,-0.85415,1.5608e+18
0.34921,-0.95765,1.507e+18
0.36508,-1.0591,1.4531e+18
0.38095,-1.2142,1.4003e+18
0.39683,-1.3931,1.3489e+18
0.4127,-1.5183,1.3008e+18
0.42857,-1.7728,1.2402e+18
0.44444,-2.0373,1.1785e+18
0.46032,-1.9931,1.1249e+18
0.47619,-1.7591,1.0385e+18
0.49206,-1.7803,9.6543e+17
0.50794,-1.8854,9.1531e+17
0.52381,-2.071,8.758e+17
0.53968,-2.0546,8.5066e+17
0.55556,-1.9428,8.3019e+17
0.57143,-2.189,8.1678e+17
0.5873,-2.3028,8.0439e+17
0.60317,-2.2294,7.9167e+17
0.61905,-2.3409,7.806e+17
0.63492,-2.3486,7.7011e+17
0.65079,-2.1963,7.612e+17
0.66667,-2.2589,7.5284e+17
0.68254,-2.3149,7.4503e+17
0.69841,-2.2168,7.3773e+17
0.71429,-2.17,7.3083e+17
0.73016,-2.1857,7.2432e+17
0.74603,-2.19,7.1828e+17
0.7619,-2.1844,7.1276e+17
0.77778,-2.1512,7.0768e+17
0.79365,-2.1119,7.0291e+17
0.80952,-2.0368,6.9852e+17
0.8254,-2.085,6.9464e+17
0.84127,-2.0492,6.9129e+17
0.85714,-2.0517,6.8827e+17
0.87302,-2.1428,6.8526e+17
0.88889,-2.1397,6.8227e+17
0.90476,-2.1161,6.7953e+17
0.92063,-2.1451,6.7727e+17
0.93651,-2.1719,6.755e+17
0.95238,-2.1688,6.7392e+17
0.96825,-2.2247,6.7239e+17
0.98413,-2.2077,6.7108e+17
1,-2.2496,6.699e+17
1.0159,-2.321,6.688e+17
1.0317,-2.3598,6.6763e+17
1.0476,-2.363,6.6648e+17
1.0635,-2.3012,6.6554e+17
1.0794,-2.1933,6.6485e+17
1.0952,-2.2277,6.644e+17
1.1111,-2.3241,6.6406e+17
1.127,-2.3053,6.6369e+17
1.1429,-2.3898,6.6343e+17
1.1587,-2.4107,6.6335e+17
1.1746,-2.3687,6.6346e+17
1.1905,-2.4322,6.6373e+17
1.2063,-2.4291,6.6413e+17
1.2222,-2.4486,6.6469e+17
1.2381,-2.5089,6.6519e+17
1.254,-2.4853,6.6569e+17
1.2698,-2.4521,6.6625e+17
1.2857,-2.4989,6.6694e+17
1.3016,-2.4268,6.6768e+17
1.3175,-2.3758,6.6843e+17
1.3333,-2.35,6.6911e+17
1.3492,-2.2193,6.6988e+17
1.3651,-2.2386,6.7092e+17
1.381,-2.2833,6.7224e+17
1.3968,-2.1668,6.7369e+17
1.4127,-2.194,6.7514e+17
1.4286,-2.192,6.7643e+17
1.4444,-2.1436,6.7742e+17
1.4603,-2.1591,6.7836e+17
1.4762,-2.2341,6.7948e+17
1.4921,-2.2347,6.8075e+17
1.5079,-2.2193,6.8206e+17
1.5238,-2.2144,6.8339e+17
1.5397,-2.2285,6.847e+17
1.5556,-2.2664,6.8592e+17
1.5714,-2.2266,6.8708e+17
1.5873,-2.1906,6.8838e+17
1.6032,-2.2095,6.8996e+17
1.619,-2.2355,6.9173e+17
1.6349,-2.2403,6.9355e+17
1.6508,-2.2419,6.9534e+17
1.6667,-2.2753,6.9703e+17
1.6825,-2.2821,6.9865e+17
1.6984,-2.2614,7.0011e+17
1.7143,-2.1959,7.0156e+17
1.7302,-2.1999,7.0316e+17
1.746,-2.1975,7.0471e+17
1.7619,-2.1808,7.0618e+17
1.7778,-2.1762,7.0772e+17
1.7937,-2.1479,7.0953e+17
1.8095,-2.1103,7.1146e+17
1.8254,-2.1496,7.1343e+17
1.8413,-2.1289,7.1533e+17
1.8571,-2.1554,7.1721e+17
1.873,-2.1678,7.1902e+17
1.8889,-2.1902,7.2086e+17
1.9048,-2.1897,7.2271e+17
1.9206,-2.2245,7.2453e+17
1.9365,-2.2727,7.2654e+17
1.9524,-2.1963,7.2881e+17
1.9683,-2.1671,7.3128e+17
1.9841,-2.106,7.3372e+17
2,-2.1153,7.3588e+17
2.0159,-2.1401,7.3773e+17
2.0317,-2.0901,7.395e+17
2.0476,-2.0496,7.4142e+17
2.0635,-2.0679,7.4352e+17
2.0794,-2.1203,7.4554e+17
2.0952,-2.0976,7.4758e+17
2.1111,-2.1427,7.4967e+17
2.127,-2.164,7.5181e+17
2.1429,-2.14,7.54e+17
2.1587,-2.1285,7.5621e+17
2.1746,-2.1202,7.585e+17
2.1905,-2.1095,7.6088e+17
2.2063,-2.2065,7.6334e+17
2.2222,-2.3106,7.6575e+17
2.2381,-2.3053,7.6827e+17
2.254,-2.343,7.709e+17
2.2698,-2.3496,7.7348e+17
2.2857,-2.3357,7.757e+17
2.3016,-2.3894,7.7772e+17
2.3175,-2.374,7.7983e+17
2.3333,-2.3821,7.821e+17
2.3492,-2.4006,7.8446e+17
2.3651,-2.3187,7.8691e+17
2.381,-2.292,7.8949e+17
2.3968,-2.2858,7.9202e+17
2.4127,-2.2442,7.945e+17
2.4286,-2.2074,7.9695e+17
2.4444,-2.1461,7.9938e+17
2.4603,-2.0797,8.0178e+17
2.4762,-2.0987,8.0413e+17
2.4921,-2.0304,8.064e+17
2.5079,-1.9975,8.0869e+17
2.5238,-2.023,8.1115e+17
2.5397,-2.0505,8.1384e+17
2.5556,-1.9695,8.1659e+17
2.5714,-1.9544,8.1931e+17
2.5873,-1.983,8.2204e+17
2.6032,-2.0249,8.2465e+17
2.619,-2.0611,8.2704e+17
2.6349,-2.0434,8.2931e+17
2.6508,-2.0561,8.3176e+17
2.6667,-2.1219,8.3433e+17
2.6825,-2.1804,8.3698e+17
2.6984,-2.1739,8.3966e+17
2.7143,-2.1612,8.4248e+17
2.7302,-2.2564,8.4525e+17
2.746,-2.3447,8.4791e+17
2.7619,-2.3672,8.5055e+17
2.7778,-2.4129,8.5327e+17
2.7937,-2.434,8.5601e+17
2.8095,-2.4095,8.5883e+17
2.8254,-2.4142,8.6159e+17
2.8413,-2.3802,8.6428e+17
2.8571,-2.3465,8.6688e+17
2.873,-2.313,8.6937e+17
2.8889,-2.2765,8.7194e+17
2.9048,-2.2245,8.7467e+17
2.9206,-2.2346,8.7762e+17
2.9365,-2.2565,8.807e+17
2.9524,-2.2414,8.8377e+17
2.9683,-2.1871,8.8668e+17
2.9841,-2.1922,8.8945e+17
3,-2.2123,8.9228e+17
3.0159,-2.2349,8.9525e+17
3.0317,-2.266,8.9833e+17
3.0476,-2.2609,9.0144e+17
3.0635,-2.2339,9.0453e+17
3.0794,-2.2645,9.0751e+17
3.0952,-2.2995,9.1037e+17
3.1111,-2.3422,9.1327e+17
3.127,-2.3492,9.1636e+17
3.1429,-2.3107,9.1961e+17
3.1587,-2.3192,9.2285e+17
3.1746,-2.3446,9.2601e+17
3.1905,-2.3683,9.2917e+17
3.2063,-2.3114,9.3241e+17
3.2222,-2.3602,9.3574e+17
3.2381,-2.393,9.3898e+17
3.254,-2.4052,9.4224e+17
3.2698,-2.3953,9.4551e+17
3.2857,-2.4232,9.488e+17
3.3016,-2.4652,9.5208e+17
3.3175,-2.4697,9.5538e+17
3.3333,-2.4433,9.5875e+17
3.3492,-2.3978,9.6217e+17
3.3651,-2.378,9.6563e+17
3.381,-2.3933,9.6909e+17
3.3968,-2.3573,9.726e+17
3.4127,-2.3588,9.7623e+17
3.4286,-2.3788,9.8008e+17
3.4444,-2.3804,9.842e+17
3.4603,-2.4436,9.885e+17
3.4762,-2.4964,9.9289e+17
3.4921,-2.5177,9.9727e+17
3.5079,-2.5111,1.0016e+18
3.5238,-2.535,1.0057e+18
3.5397,-2.5145,1.0098e+18
3.5556,-2.4839,1.0139e+18
3.5714,-2.4419,1.0182e+18
3.5873,-2.4493,1.0227e+18
3.6032,-2.4087,1.0274e+18
3.619,-2.4023,1.0321e+18
3.6349,-2.3524,1.0368e+18
3.6508,-2.3275,1.0418e+18
3.6667,-2.3459,1.047e+18
3.6825,-2.3714,1.0522e+18
3.6984,-2.2985,1.0575e+18
3.7143,-2.2273,1.063e+18
3.7302,-2.228,1.0685e+18
3.746,-2.2282,1.0739e+18
3.7619,-2.2154,1.0795e+18
3.7778,-2.2277,1.0854e+18
3.7937,-2.2169,1.0915e+18
3.8095,-2.184,1.0977e+18
3.8254,-2.1739,1.104e+18
3.8413,-2.1637,1.1105e+18
3.8571,-2.1268,1.1171e+18
3.873,-2.1301,1.1238e+18
3.8889,-2.1542,1.1307e+18
3.9048,-2.1699,1.1376e+18
3.9206,-2.1442,1.1447e+18
3.9365,-2.1395,1.1523e+18
3.9524,-2.1511,1.16e+18
3.9683,-2.1564,1.1677e+18
3.9841,-2.1753,1.1756e+18
4,-2.2269,1.1837e+18
4.0159,-2.3351,1.1921e+18
