Wavelength shift,Background,Response,Shot,Fit
1.44791646718,2371.84,1005.00001031,2735.46833333,4594.55729473
1.54571646718,2145.84,881.936048837,2878.46833333,3514.75227635
1.64341646718,1876.84,780.256314901,2066.46833333,2754.1875537
1.74121646718,1735.84,695.115228966,1413.46833333,2230.60971694
1.83901646718,1568.84,623.183735674,967.468333333,1872.62427204
1.93681646718,1550.84,561.864543824,1070.46833333,1626.28332839
2.03461646718,1417.84,509.16860028,1416.46833333,1453.85431947
2.13241646718,1430.84,463.551863891,1242.46833333,1330.10187831
2.23011646718,1356.84,423.838975692,1354.46833333,1238.59315798
2.32791646718,1326.84,388.985214047,1802.46833333,1168.76569276
2.42571646718,1222.84,358.25995639,1762.46833333,1113.86334839
2.52351646718,1145.84,331.036061855,1634.46833333,1069.53242546
2.62121646718,1075.84,306.8244962,1187.46833333,1032.92756772
2.71901646718,1065.84,285.153999555,698.468333333,1002.14102417
2.81681646718,1036.84,265.700650863,545.468333333,975.863958767
2.91451646718,957.84,248.189043874,528.468333333,953.167424798
3.01231646718,1021.84,232.337753898,506.468333333,933.368560302
3.11011646718,1009.84,217.957850821,550.468333333,915.95647201
3.20781646718,911.84,204.885487013,860.468333333,900.537053124
3.30561646718,860.84,192.943125688,2120.46833333,886.797713805
3.40331646718,884.84,182.025919524,2913.46833333,874.491272895
3.50111646718,833.84,171.999883573,1223.46833333,863.414330589
3.59881646718,837.84,162.788964535,509.468333333,853.402348511
3.69661646718,817.84,154.290227702,433.468333333,844.316438533
3.79431646718,752.84,146.447760098,383.468333333,836.042498239
3.89211646718,770.84,139.181211582,391.468333333,828.482251282
3.98981646718,694.84,132.449000048,413.468333333,821.554062497
4.08761646718,698.84,126.187499636,541.468333333,815.186399138
4.18531646718,691.84,120.365481455,810.468333333,809.319356434
4.28301646718,695.84,114.937272631,1686.46833333,803.899989871
4.38081646718,790.84,109.863126232,1444.46833333,798.882358383
4.47851646718,680.84,105.122408642,539.468333333,794.227335061
4.57621646718,649.84,100.68204249,331.468333333,789.89968303
4.67401646718,665.84,96.5130524562,302.468333333,785.868446261
4.77171646718,641.84,92.6016174025,297.468333333,782.107086822
4.86941646718,574.84,88.9232279486,248.468333333,778.591304804
4.96711646718,599.84,85.4597322593,242.468333333,775.299756251
5.06481646718,552.84,82.1947119529,262.468333333,772.213414153
5.16261646718,539.84,79.1102225489,263.468333333,769.315062773
5.26031646718,595.84,76.1990497932,249.468333333,766.589850183
5.35801646718,520.84,73.4456587045,343.468333333,764.023838939
5.45571646718,503.84,70.838850043,608.468333333,761.604663747
5.55341646718,447.84,68.3684008455,545.468333333,759.321160497
5.65111646718,543.84,66.0249640534,501.468333333,757.163222183
5.74881646718,443.84,63.7999799765,315.468333333,755.121678544
5.84651646718,389.84,61.6855980236,243.468333333,753.188191857
5.94421646718,438.84,59.674607363,227.468333333,751.355166753
6.04191646718,435.84,57.7603753653,261.468333333,749.615672575
6.13961646718,401.84,55.936792848,229.468333333,747.96337488
6.23731646718,442.84,54.1982252745,344.468333333,746.392473627
6.33501646718,435.84,52.5394691806,635.468333333,744.897647711
6.43271646718,369.84,50.9557131966,586.468333333,743.474006911
6.53041646718,400.84,49.4425031207,322.468333333,742.117050757
6.62811646718,337.84,47.995710568,264.468333333,740.822632218
6.72581646718,338.84,46.611504785,311.468333333,739.58692535
6.82351646718,317.84,45.2863272667,423.468333333,738.406395711
6.92121646718,267.84,44.0168688648,1069.46833333,737.277773556
7.01881646718,274.84,42.8012686589,2832.46833333,736.198109423
7.11651646718,258.84,41.6341675171,1654.46833333,735.164432839
7.21421646718,261.84,40.5141597113,516.468333333,734.174221146
7.31191646718,229.84,39.4387452644,289.468333333,733.225050414
7.40961646718,205.84,38.4055879138,261.468333333,732.314662076
7.50721646718,151.84,37.413499098,273.468333333,731.441016177
7.60491646718,167.84,36.4584017295,586.468333333,730.602017776
7.70261646718,195.84,35.5394154254,906.468333333,729.795903395
7.80021646718,177.84,34.6556310019,704.468333333,729.021017728
7.89791646718,130.84,33.8035515797,459.468333333,728.275638637
7.99561646718,139.84,32.9825150502,375.468333333,727.55832522
8.09321646718,143.84,32.1918270916,882.468333333,726.867721619
8.19091646718,162.84,31.4284670929,1136.46833333,726.202401409
8.28851646718,101.84,30.6926811629,686.468333333,725.561228602
8.38621646718,114.84,29.9817194941,452.468333333,724.942941112
8.48381646718,76.84,29.2958680962,202.468333333,724.346538696
8.58151646718,75.84,28.6326167899,127.468333333,723.770897788
8.67911646718,115.84,27.9922817768,104.468333333,723.21513507
8.77681646718,112.84,27.3725656346,111.468333333,722.67824847
8.87441646718,25.84,26.7738068889,149.468333333,722.159455873
8.97211646718,56.84,26.1938976232,273.468333333,721.657860556
9.06971646718,89.84,25.6331923111,283.468333333,721.172767996
9.16731646718,68.84,25.0902997138,294.468333333,720.703408036
9.26501646718,59.84,24.5639429902,310.468333333,720.249054864
9.36261646718,112.84,24.0544911682,123.468333333,719.809123717
9.46021646718,93.84,23.5607253607,124.468333333,719.382956596
9.55791646718,56.84,23.0815251748,109.468333333,718.96993229
9.65551646718,79.84,22.617265711,134.468333333,718.569555767
9.75311646718,45.84,22.1668736906,178.468333333,718.181262021
9.85071646718,41.84,21.7298022714,316.468333333,717.80454479
9.94841646718,16.84,21.3051029914,875.468333333,717.438894732
10.0460164672,53.84,20.8931498272,962.468333333,717.083908348
10.1436164672,58.84,20.4930303253,424.468333333,716.73911664
10.2412164672,14.84,20.1042955489,164.468333333,716.404099315
10.3388164672,34.84,19.7265176504,110.468333333,716.078455308
10.4364164672,-7.16,19.3592886935,108.468333333,715.761800393
10.5341164672,36.84,19.0018587835,128.468333333,715.453742212
10.6317164672,31.84,18.6545879522,132.468333333,715.153973156
10.7293164672,-1.16,18.3167506964,165.468333333,714.862125692
10.8269164672,95.84,17.9880084032,455.468333333,714.577869142
10.9245164672,70.84,17.6680375175,1291.46833333,714.300884812
11.0221164672,64.84,17.3565287453,1018.46833333,714.030863763
11.1197164672,83.84,17.0531863059,331.468333333,713.767505152
11.2173164672,4.84,16.7577272301,186.468333333,713.510514966
11.3149164672,46.84,16.4698806994,193.468333333,713.259605056
11.4125164672,7.84,16.1893874255,234.468333333,713.014492685
11.5100164672,58.84,15.9162756234,549.468333333,712.774915011
11.6076164672,46.84,15.6497473157,1430.46833333,712.540556911
11.7052164672,43.84,15.389858138,1113.46833333,712.311158255
11.8028164672,17.84,15.1363894035,467.468333333,712.086436736
11.9004164672,35.84,14.8891313561,332.468333333,711.866104905
11.9980164672,24.84,14.6478827361,213.468333333,711.649865058
12.0955164672,11.84,14.4126886793,180.468333333,711.437424324
12.1931164672,36.84,14.1828814181,227.468333333,711.228427314
12.2907164672,27.84,13.9585269788,648.468333333,711.022547543
12.3883164672,68.84,13.7394542053,1221.46833333,710.819411632
12.4858164672,4.84,13.5257152569,1684.46833333,710.618626975
12.5834164672,11.84,13.3167136879,2593.46833333,710.419719474
12.6810164672,29.84,13.1125192286,1968.46833333,710.222203556
12.7785164672,27.84,12.9131876852,576.468333333,710.025537895
12.8761164672,26.84,12.7181695156,261.468333333,709.829065433
12.9737164672,25.84,12.5275360214,180.468333333,709.632100522
13.0712164672,18.84,12.3413455665,171.468333333,709.433857991
13.1688164672,51.84,12.1590906786,255.468333333,709.233404135
13.2663164672,32.84,11.9810240515,618.468333333,709.029669136
13.3639164672,3.84,11.8066638737,668.468333333,708.821135384
13.4614164672,42.84,11.636255255,539.468333333,708.60554159
13.5590164672,-6.16,11.4693403264,1181.46833333,708.379253445
13.6565164672,49.84,11.3061568113,1663.46833333,708.136505211
13.7541164672,31.84,11.146269207,748.468333333,707.868194293
13.8516164672,31.84,10.9899080534,324.468333333,707.559637644
13.9491164672,29.84,10.8368141394,372.468333333,707.186125407
14.0467164672,22.84,10.6867449075,323.468333333,706.702629359
14.1442164672,46.84,10.5399205112,162.468333333,706.018007392
14.2418164672,5.84,10.3959552733,124.468333333,704.92236851
14.3393164672,14.84,10.2550626815,91.4683333333,702.872590096
