Wavelength shift,Background,Response,Shot,Fit
Angstroms,a.u.,a.u.,a.u.,a.u.
3.70224291946,15.5166666667,12.6763086851,261.501666667,291.088300278
3.79994291946,36.5166666667,12.03032782,302.501666667,285.747241032
3.89764291946,9.51666666667,11.4325546054,236.501666667,280.879500775
3.99534291946,14.5166666667,10.8783034751,282.501666667,276.453758368
4.09304291946,47.5166666667,10.3634452178,274.501666667,272.438883473
4.19074291946,19.5166666667,9.88432946525,236.501666667,268.804316406
4.28844291946,54.5166666667,9.43771950482,243.501666667,265.520377732
4.38614291946,-13.4833333333,9.02073722505,254.501666667,262.558512548
4.48384291946,19.5166666667,8.63081643191,302.501666667,259.891475389
4.58154291946,34.5166666667,8.26566311061,343.501666667,257.493460701
4.67924291946,84.5166666667,7.92322147568,249.501666667,255.340182698
4.77684291946,25.5166666667,7.60196392545,158.501666667,253.409032423
4.87454291946,-5.48333333333,7.2995709005,129.501666667,251.67859113
4.97224291946,37.5166666667,7.01488168551,154.501666667,250.129378401
5.06994291946,0.516666666666,6.74653982325,203.501666667,248.743328438
5.16764291946,36.5166666667,6.49331641336,273.501666667,247.503876181
5.26524291946,32.5166666667,6.25433402164,463.501666667,246.395972039
5.36294291946,30.5166666667,6.02808934468,545.501666667,245.40562627
5.46064291946,11.5166666667,5.81391001315,443.501666667,244.520387856
5.55824291946,17.5166666667,5.61115488755,408.501666667,243.728969551
5.65594291946,21.5166666667,5.41863817349,308.501666667,243.020954564
5.75364291946,12.5166666667,5.23586733912,300.501666667,242.387188975
5.85124291946,27.5166666667,5.06236845346,309.501666667,241.819445732
5.94894291946,9.51666666667,4.89719210144,295.501666667,241.310159601
6.04654291946,20.5166666667,4.74013098893,192.501666667,240.85281693
6.14424291946,45.5166666667,4.59036028565,165.501666667,240.44136835
6.24184291946,28.5166666667,4.44772338386,229.501666667,240.070654832
6.33954291946,32.5166666667,4.31149970862,280.501666667,239.735878051
6.43714291946,16.5166666667,4.18157270174,285.501666667,239.432988575
6.53484291946,12.5166666667,4.05730960038,150.501666667,239.158206103
6.63244291946,19.5166666667,3.93862557752,118.501666667,238.908376151
6.73014291946,25.5166666667,3.8249622847,177.501666667,238.680536245
6.82774291946,23.5166666667,3.71626008488,215.501666667,238.472245572
6.92534291946,19.5166666667,3.6121284886,275.501666667,238.281231884
7.02304291946,38.5166666667,3.51221457043,238.501666667,238.105498075
7.12064291946,26.5166666667,3.41648712429,262.501666667,237.943400702
7.21824291946,27.5166666667,3.32462203526,453.501666667,237.793388678
7.31594291946,26.5166666667,3.23632564315,392.501666667,237.654102028
7.41354291946,39.5166666667,3.15158688768,370.501666667,237.524446102
7.51114291946,-14.4833333333,3.07013430887,366.501666667,237.403364755
7.60874291946,-5.48333333333,2.99180010609,237.501666667,237.289962009
7.70644291946,21.5166666667,2.91635129811,258.501666667,237.183422183
7.80404291946,-9.48333333333,2.84379477971,204.501666667,237.083112689
7.90164291946,-3.48333333333,2.77391347546,321.501666667,236.988394838
7.99924291946,1.51666666667,2.70657742982,463.501666667,236.898732191
8.09684291946,22.5166666667,2.64166448582,376.501666667,236.813651015
8.19444291946,24.5166666667,2.57905973002,374.501666667,236.732731287
8.29214291946,-16.4833333333,2.51859418573,309.501666667,236.655576929
8.38974291946,-11.4833333333,2.46028963334,226.501666667,236.58190191
8.48734291946,11.5166666667,2.40398700214,220.501666667,236.511384043
8.58494291946,2.51666666667,2.34959565785,330.501666667,236.443754146
8.68254291946,15.5166666667,2.29703003916,378.501666667,236.378768401
8.78014291946,5.51666666667,2.24620932068,236.501666667,236.31620453
8.87774291946,11.5166666667,2.19705710179,179.501666667,236.255857673
8.97534291946,28.5166666667,2.14950111899,207.501666667,236.197537143
9.07294291946,53.5166666667,2.10347297993,251.501666667,236.14106476
9.17054291946,38.5166666667,2.05890791712,220.501666667,236.08627062
9.26804291946,-13.4833333333,2.01578808728,182.501666667,236.033009021
9.36564291946,14.5166666667,1.97396690191,156.501666667,235.9810873
9.46324291946,-16.4833333333,1.93343409448,151.501666667,235.930366664
9.56084291946,13.5166666667,1.8941372716,146.501666667,235.880690145
9.65844291946,23.5166666667,1.85602667689,151.501666667,235.831896829
9.75604291946,6.51666666667,1.81905503328,123.501666667,235.78382139
9.85354291946,-16.4833333333,1.78321361088,102.501666667,235.736302444
9.95114291946,15.5166666667,1.74838617534,90.5016666667,235.689123931
10.0487429195,34.5166666667,1.71456935732,160.501666667,235.642093216
10.1463429195,-0.483333333334,1.68172442346,260.501666667,235.59498275
10.2438429195,-19.4833333333,1.64984670696,153.501666667,235.547545794
10.3414429195,-16.4833333333,1.6188356864,91.5016666667,235.499458921
10.4390429195,15.5166666667,1.58869100528,162.501666667,235.450384625
10.5365429195,-3.48333333333,1.55941030084,172.501666667,235.399916137
10.6341429195,10.5166666667,1.53090302016,113.501666667,235.347519011
10.7317429195,-2.48333333333,1.50317048285,142.501666667,235.292577903
10.8292429195,21.5166666667,1.4762121392,241.501666667,235.234307552
10.9268429195,-12.4833333333,1.44994612464,203.501666667,235.171659986
11.0243429195,-8.48333333333,1.42440090344,189.501666667,235.103298894
11.1219429195,2.51666666667,1.3994997907,121.501666667,235.027363379
11.2194429195,12.5166666667,1.37527061267,144.501666667,234.941297124
11.3170429195,18.5166666667,1.35164143392,197.501666667,234.84134241
11.4145429195,53.5166666667,1.32863941632,254.501666667,234.721839427
11.5121429195,21.5166666667,1.30619698739,207.501666667,234.573638104
11.6096429195,21.5166666667,1.28434062728,150.501666667,234.380987484
11.7071429195,33.5166666667,1.26302836405,138.501666667,234.114641859
11.8047429195,3.51666666667,1.24222122934,275.501666667,233.717770863
11.9022429195,-2.48333333333,1.2219446642,250.501666667,233.086204162
11.9998429195,10.5166666667,1.20214055327,195.501666667,232.063710559
12.0973429195,9.51666666667,1.18283364198,174.501666667,230.503055937
