Wavelength shift,Background,Response,Shot,Fit
Angstroms,a.u.,a.u.,a.u.,a.u.
13.5806284308,-1.48833333333,15.4101146775,132.005,697.863117419
13.6782284308,12.5116666667,15.1909815554,121.005,697.794546904
13.7757284308,11.5116666667,14.9767070037,137.005,697.725904118
13.8733284308,31.5116666667,14.7667214498,187.005,697.667259284
13.9708284308,38.5116666667,14.5613298523,295.005,697.607996736
14.0683284308,14.5116666667,14.3601938697,268.005,697.544534431
14.1659284308,24.5116666667,14.1629967799,166.005,697.471779477
14.2634284308,49.5116666667,13.9700297989,222.005,697.37956736
14.3610284308,11.5116666667,13.7807878918,339.005,697.242582907
14.4585284308,-17.4883333333,13.5955534601,833.005,696.988169012
